Type,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Source File,Function Line Number,Module Name,Module Path,Function Address,Root Function Name,Process Name,Process ID,
"Root","_WriteConsoleA@20",2,0,1.71,0.00,"",0,"kernel32.dll","C:\WINDOWS\system32\kernel32.dll",0x7C81CC5D,"_WriteConsoleA@20","perfplay.exe",6360,
"Caller","_WriteConsoleInternal@20",2,0,1.71,0.00,"",0,"kernel32.dll","C:\WINDOWS\system32\kernel32.dll",0x7C81CC25,"_WriteConsoleA@20","perfplay.exe",6360,
"Callee","_TerminateThread@8",2,0,1.71,0.00,"",0,"kernel32.dll","C:\WINDOWS\system32\kernel32.dll",0x7C81CB48,"_WriteConsoleA@20","perfplay.exe",6360,
"Root","_WriteConsoleInternal@20",2,0,1.71,0.00,"",0,"kernel32.dll","C:\WINDOWS\system32\kernel32.dll",0x7C81CC25,"_WriteConsoleInternal@20","perfplay.exe",6360,
"Caller","__write_nolock",2,0,1.71,0.00,"",0,"MSVCR90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCR90.dll",0x78589560,"_WriteConsoleInternal@20","perfplay.exe",6360,
"Callee","_WriteConsoleA@20",2,0,1.71,0.00,"",0,"kernel32.dll","C:\WINDOWS\system32\kernel32.dll",0x7C81CC5D,"_WriteConsoleInternal@20","perfplay.exe",6360,
"Root","_WriteFile@20",1,1,0.85,0.85,"",0,"kernel32.dll","C:\WINDOWS\system32\kernel32.dll",0x7C810E27,"_WriteFile@20","perfplay.exe",6360,
"Caller","__write",1,1,0.85,0.85,"",0,"MSVCR90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCR90.dll",0x78589C98,"_WriteFile@20","perfplay.exe",6360,
"Root","boost::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)",2,0,1.71,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\range\begin.hpp",97,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401E70,"boost::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)","perfplay.exe",6360,
"Caller","boost::foreach_detail_::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> >(struct boost::foreach_detail_::auto_any_base const &,struct boost::foreach_detail_::type2type<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> > *,struct boost::mpl::bool_<0> *)",2,0,1.71,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\foreach.hpp",653,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401C50,"boost::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)","perfplay.exe",6360,
"Callee","boost::range_detail::range_begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)",2,0,1.71,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\range\begin.hpp",43,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401EB0,"boost::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)","perfplay.exe",6360,
"Root","boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(char const *,char const *,enum boost::empty_token_policy)",1,0,0.85,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\token_functions.hpp",401,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401A10,"boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(char const *,char const *,enum boost::empty_token_policy)","perfplay.exe",6360,
"Caller","PigLatin(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",1,0,0.85,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",53,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x004012C0,"boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(char const *,char const *,enum boost::empty_token_policy)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(char const *)",1,0,0.85,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487149,"boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(char const *,char const *,enum boost::empty_token_policy)","perfplay.exe",6360,
"Root","boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(class boost::char_separator<char,struct std::char_traits<char> > const &)",1,0,0.85,0.00,"",0,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401D70,"boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(class boost::char_separator<char,struct std::char_traits<char> > const &)","perfplay.exe",6360,
"Caller","PigLatin(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",1,0,0.85,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",53,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x004012C0,"boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(class boost::char_separator<char,struct std::char_traits<char> > const &)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",1,0,0.85,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487286,"boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(class boost::char_separator<char,struct std::char_traits<char> > const &)","perfplay.exe",6360,
"Root","boost::char_separator<char,struct std::char_traits<char> >::operator()<class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> > &,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)",34,11,29.06,9.40,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\token_functions.hpp",417,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401EF0,"boost::char_separator<char,struct std::char_traits<char> >::operator()<class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> > &,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)","perfplay.exe",6360,
"Caller","boost::token_iterator<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >::token_iterator<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",2,0,1.71,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\token_iterator.hpp",77,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00402750,"boost::char_separator<char,struct std::char_traits<char> >::operator()<class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> > &,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)","perfplay.exe",6360,
"Caller","PigLatin(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",32,11,27.35,9.40,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",53,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x004012C0,"boost::char_separator<char,struct std::char_traits<char> >::operator()<class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> > &,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",10,0,8.55,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487412,"boost::char_separator<char,struct std::char_traits<char> >::operator()<class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> > &,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char,unsigned int)const ",13,1,11.11,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848544C,"boost::char_separator<char,struct std::char_traits<char> >::operator()<class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> > &,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)","perfplay.exe",6360,
"Root","boost::end<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)",1,0,0.85,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\range\end.hpp",93,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401E90,"boost::end<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)","perfplay.exe",6360,
"Caller","boost::foreach_detail_::end<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> >(struct boost::foreach_detail_::auto_any_base const &,struct boost::foreach_detail_::type2type<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> > *,struct boost::mpl::bool_<0> *)",1,0,0.85,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\foreach.hpp",690,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401CE0,"boost::end<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)","perfplay.exe",6360,
"Callee","boost::range_detail::range_end<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)",1,0,0.85,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\range\end.hpp",44,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401ED0,"boost::end<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)","perfplay.exe",6360,
"Root","boost::foreach_detail_::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> >(struct boost::foreach_detail_::auto_any_base const &,struct boost::foreach_detail_::type2type<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> > *,struct boost::mpl::bool_<0> *)",2,0,1.71,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\foreach.hpp",653,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401C50,"boost::foreach_detail_::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> >(struct boost::foreach_detail_::auto_any_base const &,struct boost::foreach_detail_::type2type<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> > *,struct boost::mpl::bool_<0> *)","perfplay.exe",6360,
"Caller","PigLatin(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",2,0,1.71,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",53,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x004012C0,"boost::foreach_detail_::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> >(struct boost::foreach_detail_::auto_any_base const &,struct boost::foreach_detail_::type2type<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> > *,struct boost::mpl::bool_<0> *)","perfplay.exe",6360,
"Callee","boost::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >(class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &)",2,0,1.71,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\range\begin.hpp",97,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401E70,"boost::foreach_detail_::begin<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> >(struct boost::foreach_detail_::auto_any_base const &,struct boost::foreach_detail_::type2type<class boost::tokenizer<class boost::char_separator<char,struct std::char_traits<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct boost::mpl::bool_<0> > *,struct boost::mpl::bool_<0> *)","perfplay.exe",6360,
