Type,Function Name,Elapsed Inclusive Time,Elapsed Exclusive Time,Application Inclusive Time,Application Exclusive Time,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Application Inclusive Time %,Application Exclusive Time %,Time Inclusive Probe Overhead,Time Exclusive Probe Overhead,Min Elapsed Inclusive Time,Avg Elapsed Inclusive Time,Max Elapsed Inclusive Time,Min Elapsed Exclusive Time,Avg Elapsed Exclusive Time,Max Elapsed Exclusive Time,Min Application Inclusive Time,Avg Application Inclusive Time,Max Application Inclusive Time,Min Application Exclusive Time,Avg Application Exclusive Time,Max Application Exclusive Time,Number of Calls,Source File,Function Line Number,Module Name,Module Path,Function Address,Root Function Name,Process Name,Process ID,
"Caller","pre_c_init",60,60,60,60,0.00,0.00,0.00,0.00,60,63,0,60,60,0,60,60,0,60,60,0,60,60,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1484,"__RTC_Initialize","perfPlay.exe",3836,
"Root","__RTC_Terminate",63,63,63,63,0.00,0.00,0.00,0.00,63,63,63,63,63,63,63,63,0,63,63,0,63,63,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1AB5,"__RTC_Terminate","perfPlay.exe",3836,
"Caller","_exit",63,63,63,63,0.00,0.00,0.00,0.00,63,63,0,63,63,0,63,63,0,63,63,0,63,63,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",392,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744E7B0C,"__RTC_Terminate","perfPlay.exe",3836,
"Root","__SEH_epilog4",87,87,87,87,0.00,0.00,0.00,0.00,0,0,87,87,87,87,87,87,0,87,87,0,87,87,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1D95,"__SEH_epilog4","perfPlay.exe",3836,
"Caller","__onexit",87,87,87,87,0.00,0.00,0.00,0.00,0,0,0,87,87,0,87,87,0,87,87,0,87,87,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1868,"__SEH_epilog4","perfPlay.exe",3836,
"Root","__SEH_prolog4",273,273,273,273,0.01,0.01,0.01,0.01,0,0,96,136,177,96,136,177,0,136,177,0,136,177,2,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1D50,"__SEH_prolog4","perfPlay.exe",3836,
"Caller","__onexit",96,96,96,96,0.00,0.00,0.00,0.00,0,0,0,96,96,0,96,96,0,96,96,0,96,96,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1868,"__SEH_prolog4","perfPlay.exe",3836,
"Caller","__tmainCRTStartup",177,177,177,177,0.00,0.00,0.00,0.00,0,0,0,177,177,0,177,177,0,177,177,0,177,177,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E117E,"__SEH_prolog4","perfPlay.exe",3836,
"Root","__setdefaultprecision",1181,196,1181,196,0.03,0.01,0.03,0.01,253,191,1181,1181,1181,196,196,196,0,1181,1181,0,196,196,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\intel\fp8.c",30,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1DEF,"__setdefaultprecision","perfPlay.exe",3836,
"Caller","pre_c_init",1181,196,1181,196,0.03,0.01,0.03,0.01,253,191,0,1181,1181,0,196,196,0,1181,1181,0,196,196,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1484,"__setdefaultprecision","perfPlay.exe",3836,
"Callee","THUNK:_controlfp_s",985,22,985,22,0.03,0.00,0.03,0.00,62,62,0,985,985,0,22,22,0,985,985,0,22,22,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E2091,"__setdefaultprecision","perfPlay.exe",3836,
"Root","__tmainCRTStartup",2075949,368,2075949,368,53.78,0.01,53.78,0.01,1270194,1015,2075949,2075949,2075949,368,368,368,0,2075949,2075949,0,368,368,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E117E,"__tmainCRTStartup","perfPlay.exe",3836,
"Caller","_wmainCRTStartup",2075949,368,2075949,368,53.78,0.01,53.78,0.01,1270194,1015,0,2075949,2075949,0,368,368,0,2075949,2075949,0,368,368,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",361,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E15C4,"__tmainCRTStartup","perfPlay.exe",3836,
"Callee","__SEH_prolog4",177,177,177,177,0.00,0.00,0.00,0.00,0,0,0,177,177,0,177,177,0,177,177,0,177,177,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1D50,"__tmainCRTStartup","perfPlay.exe",3836,
"Callee","_exit",5049,4986,5049,4986,0.13,0.13,0.13,0.13,126,63,0,5049,5049,0,4986,4986,0,5049,5049,0,4986,4986,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",392,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744E7B0C,"__tmainCRTStartup","perfPlay.exe",3836,
"Callee","_wmain",1900268,633508,1900268,633508,49.23,16.41,49.23,16.41,1266886,126,0,1900268,1900268,0,633508,633508,0,1900268,1900268,0,633508,633508,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",87,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1000,"__tmainCRTStartup","perfPlay.exe",3836,
"Callee","HeapSetInformation",849,849,849,849,0.02,0.02,0.02,0.02,0,0,0,849,849,0,849,849,0,849,849,0,849,849,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B5621,"__tmainCRTStartup","perfPlay.exe",3836,
"Callee","InterlockedCompareExchange",159,159,159,159,0.00,0.00,0.00,0.00,0,0,0,159,159,0,159,159,0,159,159,0,159,159,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1484,"__tmainCRTStartup","perfPlay.exe",3836,
"Callee","InterlockedExchange",138,138,138,138,0.00,0.00,0.00,0.00,0,0,0,138,138,0,138,138,0,138,138,0,138,138,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1462,"__tmainCRTStartup","perfPlay.exe",3836,
"Callee","THUNK:_initterm",126365,58,126365,58,3.27,0.00,3.27,0.00,1075,62,0,126365,126365,0,58,58,0,126365,126365,0,58,58,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1D02,"__tmainCRTStartup","perfPlay.exe",3836,
"Callee","THUNK:_initterm_e",42576,37,42576,37,1.10,0.00,1.10,0.00,1218,62,0,42576,42576,0,37,37,0,42576,42576,0,37,37,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1D25,"__tmainCRTStartup","perfPlay.exe",3836,
"Root","_atexit",4037,69,4037,69,0.10,0.00,0.10,0.00,697,126,4037,4037,4037,69,69,69,0,4037,4037,0,69,69,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",126,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1A35,"_atexit","perfPlay.exe",3836,
"Caller","pre_cpp_init",4037,69,4037,69,0.10,0.00,0.10,0.00,697,126,0,4037,4037,0,69,69,0,4037,4037,0,69,69,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",278,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E10F6,"_atexit","perfPlay.exe",3836,
"Callee","__onexit",3968,0,3968,0,0.10,0.00,0.10,0.00,571,571,0,3968,3968,0,0,0,0,3968,3968,0,0,0,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1868,"_atexit","perfPlay.exe",3836,
"Root","_exit",5049,4986,5049,4986,0.13,0.13,0.13,0.13,126,63,5049,5049,5049,4986,4986,4986,0,5049,5049,0,4986,4986,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",392,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744E7B0C,"_exit","perfPlay.exe",3836,
"Caller","__tmainCRTStartup",5049,4986,5049,4986,0.13,0.13,0.13,0.13,126,63,0,5049,5049,0,4986,4986,0,5049,5049,0,4986,4986,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E117E,"_exit","perfPlay.exe",3836,
"Callee","__RTC_Terminate",63,63,63,63,0.00,0.00,0.00,0.00,63,63,0,63,63,0,63,63,0,63,63,0,63,63,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1AB5,"_exit","perfPlay.exe",3836,
"Root","_printf",304395,304395,304395,304395,7.89,7.89,7.89,7.89,0,0,304395,304395,304395,304395,304395,304395,0,304395,304395,0,304395,304395,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\printf.c",49,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x74525584,"_printf","perfPlay.exe",3836,
"Caller","DoStuffInLib(void)",304395,304395,304395,304395,7.89,7.89,7.89,7.89,0,0,0,304395,304395,0,304395,304395,0,304395,304395,0,304395,304395,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplaylib\somefunc.cpp",20,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1028,"_printf","perfPlay.exe",3836,
"Root","_wmain",1900268,633508,1900268,633508,49.23,16.41,49.23,16.41,1266886,126,1900268,1900268,1900268,633508,633508,633508,0,1900268,1900268,0,633508,633508,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",87,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1000,"_wmain","perfPlay.exe",3836,
"Caller","__tmainCRTStartup",1900268,633508,1900268,633508,49.23,16.41,49.23,16.41,1266886,126,0,1900268,1900268,0,633508,633508,0,1900268,1900268,0,633508,633508,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E117E,"_wmain","perfPlay.exe",3836,
"Callee","DoStuffInLib(void)",1266760,0,1266760,0,32.82,0.00,32.82,0.00,1266760,1280190,0,1266760,1266760,0,0,0,0,1266760,1266760,0,0,0,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplaylib\somefunc.cpp",20,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1028,"_wmain","perfPlay.exe",3836,
"Root","_wmainCRTStartup",3354029,1270474,3354029,1270474,86.90,32.92,86.90,32.92,886,188,3354029,3354029,3354029,1270474,1270474,1270474,0,3354029,3354029,0,1270474,1270474,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",361,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E15C4,"_wmainCRTStartup","perfPlay.exe",3836,
"Callee","___security_init_cookie",7606,6139,7606,6139,0.20,0.16,0.20,0.16,698,698,0,7606,7606,0,6139,6139,0,7606,7606,0,6139,6139,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1E5C,"_wmainCRTStartup","perfPlay.exe",3836,
"Callee","__tmainCRTStartup",2075949,368,2075949,368,53.78,0.01,53.78,0.01,1270194,1015,0,2075949,2075949,0,368,368,0,2075949,2075949,0,368,368,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E117E,"_wmainCRTStartup","perfPlay.exe",3836,
"Root","DoStuffInLib(void)",1266760,0,1266760,0,32.82,0.00,32.82,0.00,1266760,1280190,1266760,1266760,1266760,0,0,0,0,1266760,1266760,0,0,0,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplaylib\somefunc.cpp",20,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1028,"DoStuffInLib(void)","perfPlay.exe",3836,
"Caller","_wmain",1266760,0,1266760,0,32.82,0.00,32.82,0.00,1266760,1280190,0,1266760,1266760,0,0,0,0,1266760,1266760,0,0,0,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",87,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1000,"DoStuffInLib(void)","perfPlay.exe",3836,
"Callee","_printf",304395,304395,304395,304395,7.89,7.89,7.89,7.89,0,0,0,304395,304395,0,304395,304395,0,304395,304395,0,304395,304395,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\printf.c",49,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x74525584,"DoStuffInLib(void)","perfPlay.exe",3836,
"Callee","THUNK:_CIsin",1445686,82819,1445686,82819,37.45,2.15,37.45,2.15,620000,620000,0,144,8044,0,8,2296,0,144,8044,0,8,2296,10000,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E20C0,"DoStuffInLib(void)","perfPlay.exe",3836,
"Root","GetCurrentProcessId",240,240,240,240,0.01,0.01,0.01,0.01,0,0,240,240,240,240,240,240,0,240,240,0,240,240,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B11F8,"GetCurrentProcessId","perfPlay.exe",3836,
"Caller","___security_init_cookie",240,240,240,240,0.01,0.01,0.01,0.01,0,0,0,240,240,0,240,240,0,240,240,0,240,240,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1E5C,"GetCurrentProcessId","perfPlay.exe",3836,
"Root","GetCurrentThreadId",156,156,156,156,0.00,0.00,0.00,0.00,0,0,156,156,156,156,156,156,0,156,156,0,156,156,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1450,"GetCurrentThreadId","perfPlay.exe",3836,
"Caller","___security_init_cookie",156,156,156,156,0.00,0.00,0.00,0.00,0,0,0,156,156,0,156,156,0,156,156,0,156,156,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1E5C,"GetCurrentThreadId","perfPlay.exe",3836,
"Root","GetSystemTimeAsFileTime",441,441,441,441,0.01,0.01,0.01,0.01,0,0,441,441,441,441,441,441,0,441,441,0,441,441,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B34D9,"GetSystemTimeAsFileTime","perfPlay.exe",3836,
"Caller","___security_init_cookie",441,441,441,441,0.01,0.01,0.01,0.01,0,0,0,441,441,0,441,441,0,441,441,0,441,441,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1E5C,"GetSystemTimeAsFileTime","perfPlay.exe",3836,
"Root","GetTickCount",294,294,294,294,0.01,0.01,0.01,0.01,0,0,294,294,294,294,294,294,0,294,294,0,294,294,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B110C,"GetTickCount","perfPlay.exe",3836,
"Caller","___security_init_cookie",294,294,294,294,0.01,0.01,0.01,0.01,0,0,0,294,294,0,294,294,0,294,294,0,294,294,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E1E5C,"GetTickCount","perfPlay.exe",3836,
"Root","HeapSetInformation",849,849,849,849,0.02,0.02,0.02,0.02,0,0,849,849,849,849,849,849,0,849,849,0,849,849,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B5621,"HeapSetInformation","perfPlay.exe",3836,
"Caller","__tmainCRTStartup",849,849,849,849,0.02,0.02,0.02,0.02,0,0,0,849,849,0,849,849,0,849,849,0,849,849,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x000E117E,"HeapSetInformation","perfPlay.exe",3836,
"Root","InterlockedCompareExchange",159,159,159,159,0.00,0.00,0.00,0.00,0,0,159,159,159,159,159,159,0,159,159,0,159,159,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1484,"InterlockedCompareExchange","perfPlay.exe",3836,
