Type,Function Name,Elapsed Inclusive Time,Elapsed Exclusive Time,Application Inclusive Time,Application Exclusive Time,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Application Inclusive Time %,Application Exclusive Time %,Time Inclusive Probe Overhead,Time Exclusive Probe Overhead,Min Elapsed Inclusive Time,Avg Elapsed Inclusive Time,Max Elapsed Inclusive Time,Min Elapsed Exclusive Time,Avg Elapsed Exclusive Time,Max Elapsed Exclusive Time,Min Application Inclusive Time,Avg Application Inclusive Time,Max Application Inclusive Time,Min Application Exclusive Time,Avg Application Exclusive Time,Max Application Exclusive Time,Number of Calls,Source File,Function Line Number,Module Name,Module Path,Function Address,Root Function Name,Process Name,Process ID,
"Root","pre_c_init",3596,444,3596,444,0.00,0.00,0.00,0.00,820,507,3596,3596,3596,444,444,444,0,3596,3596,0,444,444,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41680,"pre_c_init","perfPlay.exe",6228,
"Caller","__initterm_e",3596,444,3596,444,0.00,0.00,0.00,0.00,820,507,0,3596,3596,0,444,444,0,3596,3596,0,444,444,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",908,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x71D92645,"pre_c_init","perfPlay.exe",6228,
"Callee","___set_app_type",543,543,543,543,0.00,0.00,0.00,0.00,0,0,0,543,543,0,543,543,0,543,543,0,543,543,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\errmode.c",87,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x71D9B71B,"pre_c_init","perfPlay.exe",6228,
"Callee","__matherr",21,21,21,21,0.00,0.00,0.00,0.00,21,63,0,21,21,0,21,21,0,21,21,0,21,21,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\dllargv.c",56,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A4203B,"pre_c_init","perfPlay.exe",6228,
"Callee","__RTC_Initialize",39,39,39,39,0.00,0.00,0.00,0.00,39,63,0,39,39,0,39,39,0,39,39,0,39,39,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41C5E,"pre_c_init","perfPlay.exe",6228,
"Callee","__setdefaultprecision",1109,0,1109,0,0.00,0.00,0.00,0.00,253,191,0,1109,1109,0,0,0,0,1109,1109,0,0,0,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\intel\fp8.c",30,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41FE7,"pre_c_init","perfPlay.exe",6228,
"Callee","RtlEncodePointer",1440,1440,1440,1440,0.00,0.00,0.00,0.00,0,0,0,1440,1440,0,1440,1440,0,1440,1440,0,1440,1440,1,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x77A1100B,"pre_c_init","perfPlay.exe",6228,
"Root","pre_cpp_init",123589,155,123589,155,0.00,0.00,0.00,0.00,947,253,123589,123589,123589,155,155,155,0,123589,123589,0,155,155,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",278,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A412F2,"pre_cpp_init","perfPlay.exe",6228,
"Caller","__initterm",123589,155,123589,155,0.00,0.00,0.00,0.00,947,253,0,123589,123589,0,155,155,0,123589,123589,0,155,155,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",859,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x71D92627,"pre_cpp_init","perfPlay.exe",6228,
"Callee","___wgetmainargs",117600,117600,117600,117600,0.00,0.00,0.00,0.00,0,0,0,117600,117600,0,117600,117600,0,117600,117600,0,117600,117600,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtlib.c",95,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x71DA23B5,"pre_cpp_init","perfPlay.exe",6228,
"Callee","_atexit",5834,56,5834,56,0.00,0.00,0.00,0.00,694,127,0,5834,5834,0,56,56,0,5834,5834,0,56,56,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",126,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41C31,"pre_cpp_init","perfPlay.exe",6228,
"Root","QueryPerformanceCounter",318,318,318,318,0.00,0.00,0.00,0.00,0,0,318,318,318,318,318,318,0,318,318,0,318,318,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x761D1725,"QueryPerformanceCounter","perfPlay.exe",6228,
"Caller","___security_init_cookie",318,318,318,318,0.00,0.00,0.00,0.00,0,0,0,318,318,0,318,318,0,318,318,0,318,318,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A42054,"QueryPerformanceCounter","perfPlay.exe",6228,
"Root","RtlDecodePointer",561,561,561,561,0.00,0.00,0.00,0.00,0,0,561,561,561,561,561,561,0,561,561,0,561,561,1,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x77A09D55,"RtlDecodePointer","perfPlay.exe",6228,
"Caller","__onexit",561,561,561,561,0.00,0.00,0.00,0.00,0,0,0,561,561,0,561,561,0,561,561,0,561,561,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41A64,"RtlDecodePointer","perfPlay.exe",6228,
"Root","RtlEncodePointer",1440,1440,1440,1440,0.00,0.00,0.00,0.00,0,0,1440,1440,1440,1440,1440,1440,0,1440,1440,0,1440,1440,1,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x77A1100B,"RtlEncodePointer","perfPlay.exe",6228,
"Caller","pre_c_init",1440,1440,1440,1440,0.00,0.00,0.00,0.00,0,0,0,1440,1440,0,1440,1440,0,1440,1440,0,1440,1440,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41680,"RtlEncodePointer","perfPlay.exe",6228,
"Root","RtlEnterCriticalSection",27192726852,27192726852,27192726852,27192726852,33.72,33.72,33.72,33.72,0,0,0,1770,518949732,0,1770,518949732,0,1770,518949732,0,1770,518949732,15355302,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x779F22A0,"RtlEnterCriticalSection","perfPlay.exe",6228,
"Caller","Add(void *)",10710888452,10710888452,10710888452,10710888452,13.28,13.28,13.28,13.28,0,0,0,1008,518949732,0,1008,518949732,0,1008,518949732,0,1008,518949732,10622957,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",44,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41000,"RtlEnterCriticalSection","perfPlay.exe",6228,
"Caller","Sub(void *)",16481838400,16481838400,16481838400,16481838400,20.44,20.44,20.44,20.44,0,0,0,3482,518914017,0,3482,518914017,0,3482,518914017,0,3482,518914017,4732345,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",54,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41069,"RtlEnterCriticalSection","perfPlay.exe",6228,
"Root","RtlInitializeCriticalSection",5184,5184,5184,5184,0.00,0.00,0.00,0.00,0,0,5184,5184,5184,5184,5184,5184,0,5184,5184,0,5184,5184,1,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x77A02C6A,"RtlInitializeCriticalSection","perfPlay.exe",6228,
"Caller","_wmain",5184,5184,5184,5184,0.00,0.00,0.00,0.00,0,0,0,5184,5184,0,5184,5184,0,5184,5184,0,5184,5184,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",87,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A410D2,"RtlInitializeCriticalSection","perfPlay.exe",6228,
"Root","RtlLeaveCriticalSection",15176554293,15176554293,15176554293,15176554293,18.82,18.82,18.82,18.82,0,0,0,988,784264058,0,988,784264058,0,988,784264058,0,988,784264058,15355301,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x779F2260,"RtlLeaveCriticalSection","perfPlay.exe",6228,
"Caller","Add(void *)",9497170270,9497170270,9497170270,9497170270,11.78,11.78,11.78,11.78,0,0,0,894,784264058,0,894,784264058,0,894,784264058,0,894,784264058,10622956,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",44,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41000,"RtlLeaveCriticalSection","perfPlay.exe",6228,
"Caller","Sub(void *)",5679384023,5679384023,5679384023,5679384023,7.04,7.04,7.04,7.04,0,0,0,1200,404077110,0,1200,404077110,0,1200,404077110,0,1200,404077110,4732345,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",54,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41069,"RtlLeaveCriticalSection","perfPlay.exe",6228,
"Root","SetUnhandledExceptionFilter",43095,43095,43095,43095,0.00,0.00,0.00,0.00,0,0,43095,43095,43095,43095,43095,43095,0,43095,43095,0,43095,43095,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x761D8799,"SetUnhandledExceptionFilter","perfPlay.exe",6228,
"Caller","___CxxSetUnhandledExceptionFilter",43095,43095,43095,43095,0.00,0.00,0.00,0.00,0,0,0,43095,43095,0,43095,43095,0,43095,43095,0,43095,43095,1,"f:\dd\vctools\crt_bld\self_x86\crt\prebuild\eh\unhandld.cpp",86,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41A01,"SetUnhandledExceptionFilter","perfPlay.exe",6228,
"Root","Sub(void *)",26921680897,4760458474,26921680897,4760458474,33.39,5.90,33.39,5.90,1192550939,1192550939,26921680897,26921680897,26921680897,4760458474,4760458474,4760458474,0,26921680897,26921680897,0,4760458474,4760458474,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",54,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41069,"Sub(void *)","perfPlay.exe",6228,
"Callee","RtlEnterCriticalSection",16481838400,16481838400,16481838400,16481838400,20.44,20.44,20.44,20.44,0,0,0,3482,518914017,0,3482,518914017,0,3482,518914017,0,3482,518914017,4732345,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x779F22A0,"Sub(void *)","perfPlay.exe",6228,
"Callee","RtlLeaveCriticalSection",5679384023,5679384023,5679384023,5679384023,7.04,7.04,7.04,7.04,0,0,0,1200,404077110,0,1200,404077110,0,1200,404077110,0,1200,404077110,4732345,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x779F2260,"Sub(void *)","perfPlay.exe",6228,
"Root","THUNK:_CIsin",66053415,4308312,66053415,4308312,0.08,0.01,0.08,0.01,31303800,31303800,70,130,1035937,0,8,104122,0,130,1035937,0,8,104122,504900,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A422B8,"THUNK:_CIsin","perfPlay.exe",6228,
"Caller","DoStuffInLib(void)",66053415,4308312,66053415,4308312,0.08,0.01,0.08,0.01,31303800,31303800,0,130,1035937,0,8,104122,0,130,1035937,0,8,104122,504900,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplaylib\somefunc.cpp",18,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A411AE,"THUNK:_CIsin","perfPlay.exe",6228,
"Callee","__CIsin",63229386,63229386,63229386,63229386,0.08,0.08,0.08,0.08,0,0,0,125,1035897,0,125,1035897,0,125,1035897,0,125,1035897,504900,"",0,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x71D839E0,"THUNK:_CIsin","perfPlay.exe",6228,
"Root","THUNK:_controlfp_s",1111,22,1111,22,0.00,0.00,0.00,0.00,62,62,1111,1111,1111,22,22,22,0,1111,1111,0,22,22,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A42289,"THUNK:_controlfp_s","perfPlay.exe",6228,
"Caller","__setdefaultprecision",1111,22,1111,22,0.00,0.00,0.00,0.00,62,62,0,1111,1111,0,22,22,0,1111,1111,0,22,22,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\intel\fp8.c",30,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41FE7,"THUNK:_controlfp_s","perfPlay.exe",6228,
"Callee","__controlfp_s",1089,1089,1089,1089,0.00,0.00,0.00,0.00,0,0,0,1089,1089,0,1089,1089,0,1089,1089,0,1089,1089,1,"",0,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x71D9C3B5,"THUNK:_controlfp_s","perfPlay.exe",6228,
"Root","THUNK:_initterm",123982,76,123982,76,0.00,0.00,0.00,0.00,1073,62,123982,123982,123982,76,76,76,0,123982,123982,0,76,76,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41EF6,"THUNK:_initterm","perfPlay.exe",6228,
"Caller","__tmainCRTStartup",123982,76,123982,76,0.00,0.00,0.00,0.00,1073,62,0,123982,123982,0,76,76,0,123982,123982,0,76,76,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A4137A,"THUNK:_initterm","perfPlay.exe",6228,
"Callee","__initterm",123906,317,123906,317,0.00,0.00,0.00,0.00,1011,64,0,123906,123906,0,317,317,0,123906,123906,0,317,317,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",859,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x71D92627,"THUNK:_initterm","perfPlay.exe",6228,
"Root","THUNK:_initterm_e",47266,82,47266,82,0.00,0.00,0.00,0.00,1199,62,47266,47266,47266,82,82,82,0,47266,47266,0,82,82,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A41F19,"THUNK:_initterm_e","perfPlay.exe",6228,
"Caller","__tmainCRTStartup",47266,82,47266,82,0.00,0.00,0.00,0.00,1199,62,0,47266,47266,0,82,82,0,47266,47266,0,82,82,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A4137A,"THUNK:_initterm_e","perfPlay.exe",6228,
"Callee","__initterm_e",47184,511,47184,511,0.00,0.00,0.00,0.00,1137,128,0,47184,47184,0,511,511,0,47184,47184,0,511,511,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",908,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x71D92645,"THUNK:_initterm_e","perfPlay.exe",6228,
"Root","WaitForMultipleObjects",28114366994,28114366994,28114366994,28114366994,34.87,34.87,34.87,34.87,0,0,28114366994,28114366994,28114366994,28114366994,28114366994,28114366994,0,28114366994,28114366994,0,28114366994,28114366994,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x761D41F0,"WaitForMultipleObjects","perfPlay.exe",6228,
"Caller","_wmain",28114366994,28114366994,28114366994,28114366994,34.87,34.87,34.87,34.87,0,0,0,28114366994,28114366994,0,28114366994,28114366994,0,28114366994,28114366994,0,28114366994,28114366994,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",87,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A410D2,"WaitForMultipleObjects","perfPlay.exe",6228,
