Type,Function Name,Elapsed Inclusive Time,Elapsed Exclusive Time,Application Inclusive Time,Application Exclusive Time,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Application Inclusive Time %,Application Exclusive Time %,Time Inclusive Probe Overhead,Time Exclusive Probe Overhead,Min Elapsed Inclusive Time,Avg Elapsed Inclusive Time,Max Elapsed Inclusive Time,Min Elapsed Exclusive Time,Avg Elapsed Exclusive Time,Max Elapsed Exclusive Time,Min Application Inclusive Time,Avg Application Inclusive Time,Max Application Inclusive Time,Min Application Exclusive Time,Avg Application Exclusive Time,Max Application Exclusive Time,Number of Calls,Source File,Function Line Number,Module Name,Module Path,Function Address,Root Function Name,Process Name,Process ID,
"Caller","___security_init_cookie",153,153,153,153,0.00,0.00,0.00,0.00,0,0,0,153,153,0,153,153,0,153,153,0,153,153,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A42054,"GetCurrentThreadId","perfPlay.exe",6228,
"Root","GetSystemTimeAsFileTime",531,531,531,531,0.00,0.00,0.00,0.00,0,0,531,531,531,531,531,531,0,531,531,0,531,531,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x761D34D9,"GetSystemTimeAsFileTime","perfPlay.exe",6228,
"Caller","___security_init_cookie",531,531,531,531,0.00,0.00,0.00,0.00,0,0,0,531,531,0,531,531,0,531,531,0,531,531,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A42054,"GetSystemTimeAsFileTime","perfPlay.exe",6228,
"Root","GetTickCount",231,231,231,231,0.00,0.00,0.00,0.00,0,0,231,231,231,231,231,231,0,231,231,0,231,231,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x761D110C,"GetTickCount","perfPlay.exe",6228,
"Caller","___security_init_cookie",231,231,231,231,0.00,0.00,0.00,0.00,0,0,0,231,231,0,231,231,0,231,231,0,231,231,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A42054,"GetTickCount","perfPlay.exe",6228,
"Root","HeapSetInformation",1113,1113,1113,1113,0.00,0.00,0.00,0.00,0,0,1113,1113,1113,1113,1113,1113,0,1113,1113,0,1113,1113,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x761D5621,"HeapSetInformation","perfPlay.exe",6228,
"Caller","__tmainCRTStartup",1113,1113,1113,1113,0.00,0.00,0.00,0.00,0,0,0,1113,1113,0,1113,1113,0,1113,1113,0,1113,1113,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A4137A,"HeapSetInformation","perfPlay.exe",6228,
"Root","InterlockedCompareExchange",186,186,186,186,0.00,0.00,0.00,0.00,0,0,186,186,186,186,186,186,0,186,186,0,186,186,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x761D1484,"InterlockedCompareExchange","perfPlay.exe",6228,
"Caller","__tmainCRTStartup",186,186,186,186,0.00,0.00,0.00,0.00,0,0,0,186,186,0,186,186,0,186,186,0,186,186,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A4137A,"InterlockedCompareExchange","perfPlay.exe",6228,
"Root","InterlockedExchange",141,141,141,141,0.00,0.00,0.00,0.00,0,0,141,141,141,141,141,141,0,141,141,0,141,141,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x761D1462,"InterlockedExchange","perfPlay.exe",6228,
"Caller","__tmainCRTStartup",141,141,141,141,0.00,0.00,0.00,0.00,0,0,0,141,141,0,141,141,0,141,141,0,141,141,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00A4137A,"InterlockedExchange","perfPlay.exe",6228,
